customer_id,locality_id,customer_segment,age_group,preferred_cuisine,order_frequency,order_weight,order_probability
C04643,6,Working Professional,36-45,Healthy,Frequent,4,0.0004464285714285714
C04644,3,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C04645,8,Working Professional,26-35,Desserts,Regular,2,0.0002232142857142857
C04646,6,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04647,2,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C04648,6,Working Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C04649,7,Working Professional,26-35,South Indian,Frequent,4,0.0004464285714285714
C04650,5,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C04651,3,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C04652,4,Working Professional,36-45,Burgers,Regular,2,0.0002232142857142857
C04653,4,Family,56+,Pizza,Occasional,1,0.00011160714285714285
C04654,6,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C04655,10,Young Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C04656,1,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C04657,4,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C04658,10,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04659,4,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C04660,10,Young Professional,36-45,Pizza,Regular,2,0.0002232142857142857
C04661,1,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04662,9,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04663,4,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C04664,7,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C04665,3,Student,18-25,Momos,Regular,2,0.0002232142857142857
C04666,10,Young Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04667,3,Young Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C04668,8,Young Professional,26-35,Desserts,Regular,2,0.0002232142857142857
C04669,8,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C04670,1,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C04671,10,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C04672,2,Student,36-45,Pizza,Frequent,4,0.0004464285714285714
C04673,8,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C04674,1,Student,56+,Biryani,Occasional,1,0.00011160714285714285
C04675,8,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C04676,8,Working Professional,46-55,Healthy,Frequent,4,0.0004464285714285714
C04677,2,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C04678,4,Student,26-35,Biryani,Frequent,4,0.0004464285714285714
C04679,6,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04680,9,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C04681,8,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C04682,8,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C04683,7,Young Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C04684,9,Young Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C04685,2,Young Professional,18-25,Burgers,Regular,2,0.0002232142857142857
C04686,3,Young Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C04687,10,Working Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C04688,8,Family,18-25,South Indian,Occasional,1,0.00011160714285714285
C04689,6,Working Professional,26-35,Desserts,Regular,2,0.0002232142857142857
C04690,10,Family,18-25,Healthy,Frequent,4,0.0004464285714285714
C04691,9,Working Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C04692,10,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C04693,4,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C04694,8,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C04695,10,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C04696,3,Student,56+,Biryani,Frequent,4,0.0004464285714285714
C04697,3,Student,26-35,Momos,Regular,2,0.0002232142857142857
C04698,8,Student,26-35,South Indian,Regular,2,0.0002232142857142857
C04699,5,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C04700,3,Student,36-45,Biryani,Frequent,4,0.0004464285714285714
C04701,10,Young Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C04702,1,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C04703,3,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C04704,9,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04705,5,Family,46-55,Pizza,Occasional,1,0.00011160714285714285
C04706,10,Family,26-35,Cafe,Occasional,1,0.00011160714285714285
C04707,2,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C04708,7,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C04709,2,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C04710,4,Young Professional,46-55,Burgers,Regular,2,0.0002232142857142857
C04711,7,Family,56+,Biryani,Occasional,1,0.00011160714285714285
C04712,4,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C04713,7,Family,46-55,Chinese,Occasional,1,0.00011160714285714285
C04714,7,Working Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C04715,1,Family,46-55,Chinese,Regular,2,0.0002232142857142857
C04716,6,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C04717,9,Family,26-35,Desserts,Regular,2,0.0002232142857142857
C04718,2,Young Professional,18-25,Momos,Frequent,4,0.0004464285714285714
C04719,3,Student,26-35,South Indian,Occasional,1,0.00011160714285714285
C04720,10,Student,18-25,Burgers,Frequent,4,0.0004464285714285714
C04721,5,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C04722,9,Young Professional,46-55,Burgers,Occasional,1,0.00011160714285714285
C04723,4,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C04724,1,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C04725,4,Family,46-55,Momos,Occasional,1,0.00011160714285714285
C04726,6,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C04727,5,Young Professional,18-25,Cafe,Frequent,4,0.0004464285714285714
C04728,1,Young Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C04729,4,Family,26-35,Burgers,Regular,2,0.0002232142857142857
C04730,6,Family,18-25,Desserts,Occasional,1,0.00011160714285714285
C04731,10,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C04732,10,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C04733,4,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04734,9,Student,46-55,Burgers,Frequent,4,0.0004464285714285714
C04735,5,Young Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C04736,8,Working Professional,18-25,Desserts,Occasional,1,0.00011160714285714285
C04737,9,Young Professional,18-25,Burgers,Regular,2,0.0002232142857142857
C04738,10,Student,18-25,South Indian,Occasional,1,0.00011160714285714285
C04739,5,Working Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C04740,6,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C04741,1,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C04742,7,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C04743,4,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C04744,2,Student,36-45,Biryani,Frequent,4,0.0004464285714285714
C04745,5,Student,26-35,Healthy,Occasional,1,0.00011160714285714285
C04746,3,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C04747,6,Family,46-55,South Indian,Occasional,1,0.00011160714285714285
C04748,8,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C04749,7,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C04750,3,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C04751,8,Working Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C04752,2,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C04753,10,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C04754,9,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C04755,4,Student,36-45,Pizza,Frequent,4,0.0004464285714285714
C04756,1,Family,36-45,Pizza,Frequent,4,0.0004464285714285714
C04757,8,Young Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C04758,7,Working Professional,18-25,South Indian,Regular,2,0.0002232142857142857
C04759,5,Student,56+,Chinese,Occasional,1,0.00011160714285714285
C04760,10,Working Professional,18-25,Pizza,Frequent,4,0.0004464285714285714
C04761,5,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C04762,7,Working Professional,26-35,Biryani,Frequent,4,0.0004464285714285714
C04763,5,Family,36-45,Desserts,Regular,2,0.0002232142857142857
C04764,8,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C04765,6,Young Professional,46-55,North Indian,Regular,2,0.0002232142857142857
C04766,5,Student,18-25,Pizza,Frequent,4,0.0004464285714285714
C04767,9,Student,26-35,Burgers,Frequent,4,0.0004464285714285714
C04768,2,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C04769,1,Student,46-55,Biryani,Regular,2,0.0002232142857142857
C04770,8,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C04771,3,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C04772,7,Working Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C04773,10,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C04774,8,Young Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C04775,6,Working Professional,46-55,Desserts,Occasional,1,0.00011160714285714285
C04776,10,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C04777,9,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C04778,7,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C04779,10,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C04780,5,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04781,8,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C04782,2,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C04783,7,Working Professional,46-55,South Indian,Regular,2,0.0002232142857142857
C04784,4,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C04785,9,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C04786,1,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C04787,7,Working Professional,36-45,South Indian,Frequent,4,0.0004464285714285714
C04788,6,Working Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C04789,8,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C04790,5,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C04791,1,Student,46-55,Momos,Occasional,1,0.00011160714285714285
C04792,1,Student,36-45,Burgers,Frequent,4,0.0004464285714285714
C04793,9,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C04794,10,Young Professional,46-55,Burgers,Occasional,1,0.00011160714285714285
C04795,6,Working Professional,46-55,Healthy,Occasional,1,0.00011160714285714285
C04796,10,Family,56+,Chinese,Occasional,1,0.00011160714285714285
C04797,5,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C04798,1,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C04799,6,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C04800,6,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04801,3,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C04802,8,Student,56+,Biryani,Occasional,1,0.00011160714285714285
C04803,1,Family,26-35,Biryani,Frequent,4,0.0004464285714285714
C04804,1,Working Professional,46-55,Momos,Occasional,1,0.00011160714285714285
C04805,6,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04806,10,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C04807,1,Working Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C04808,6,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C04809,1,Student,46-55,Chinese,Occasional,1,0.00011160714285714285
C04810,6,Student,26-35,South Indian,Frequent,4,0.0004464285714285714
C04811,3,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C04812,8,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C04813,6,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C04814,1,Family,46-55,South Indian,Regular,2,0.0002232142857142857
C04815,5,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C04816,8,Student,26-35,South Indian,Frequent,4,0.0004464285714285714
C04817,3,Family,46-55,Pizza,Frequent,4,0.0004464285714285714
C04818,6,Student,26-35,Biryani,Regular,2,0.0002232142857142857
C04819,5,Student,36-45,Cafe,Frequent,4,0.0004464285714285714
C04820,6,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C04821,10,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C04822,1,Working Professional,56+,Healthy,Occasional,1,0.00011160714285714285
C04823,7,Student,46-55,Momos,Occasional,1,0.00011160714285714285
C04824,9,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C04825,2,Working Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C04826,10,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C04827,5,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C04828,10,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C04829,4,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C04830,6,Working Professional,18-25,South Indian,Regular,2,0.0002232142857142857
C04831,6,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04832,2,Young Professional,46-55,Burgers,Regular,2,0.0002232142857142857
C04833,2,Working Professional,18-25,Momos,Regular,2,0.0002232142857142857
C04834,4,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C04835,1,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C04836,9,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C04837,7,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C04838,7,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C04839,3,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C04840,3,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C04841,1,Family,36-45,Cafe,Frequent,4,0.0004464285714285714
C04842,3,Family,18-25,South Indian,Frequent,4,0.0004464285714285714
C04843,3,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C04844,4,Student,56+,Chinese,Occasional,1,0.00011160714285714285
C04845,4,Working Professional,56+,Chinese,Occasional,1,0.00011160714285714285
C04846,3,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C04847,10,Student,18-25,North Indian,Frequent,4,0.0004464285714285714
C04848,8,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C04849,8,Student,46-55,Chinese,Regular,2,0.0002232142857142857
C04850,1,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C04851,7,Young Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C04852,2,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C04853,1,Student,46-55,Burgers,Regular,2,0.0002232142857142857
C04854,3,Working Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C04855,4,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04856,6,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C04857,10,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C04858,5,Working Professional,18-25,Momos,Frequent,4,0.0004464285714285714
C04859,4,Young Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C04860,8,Working Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C04861,4,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C04862,10,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C04863,2,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C04864,3,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C04865,6,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C04866,8,Family,46-55,South Indian,Regular,2,0.0002232142857142857
C04867,8,Young Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C04868,9,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C04869,7,Young Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C04870,2,Student,18-25,Momos,Regular,2,0.0002232142857142857
C04871,8,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C04872,7,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C04873,8,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C04874,3,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C04875,7,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C04876,10,Student,36-45,South Indian,Regular,2,0.0002232142857142857
C04877,9,Young Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C04878,3,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04879,10,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C04880,6,Family,46-55,North Indian,Regular,2,0.0002232142857142857
C04881,2,Young Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C04882,2,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C04883,5,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C04884,5,Young Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C04885,7,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C04886,2,Young Professional,36-45,Burgers,Frequent,4,0.0004464285714285714
